split,horizon_months,target,rows,rmse,mae,nll,interval_90_coverage,interval_90_mean_width
validation,2,sigma_F,48,0.0027080258753782887,0.002388231766720613,-0.414277787009875,1.0,2.174795389175415
validation,2,sigma_T,48,0.003398001782459575,0.003011127933859825,0.07191892340779305,1.0,3.5354690551757812
validation,2,delta_yN,48,0.01573831743288479,0.01287240038315455,-0.3348197465141614,1.0,2.353794892628988
validation,2,delta_yF,48,0.016664372928598535,0.013029649077604214,-0.38736505309740704,1.0,2.2397295236587524
validation,2,delta_yT,48,0.025207773324769877,0.017784410156309605,-0.7206247200568517,1.0,1.599752942721049
validation,3,all,40,0.017089966623057593,0.013883333322074677,-0.42988924201991824,1.0,2.1974878059493173
validation,3,yN,40,0.01568129069755618,0.013179270178079605,-0.437050998210907,1.0,2.128433346748352
validation,3,yF,40,0.014632146861597185,0.01196705996990204,-0.41300411224365235,1.0,2.176598310470581
validation,3,yT,40,0.030085809379365263,0.023140008747577667,-0.4019387364387512,1.0,2.1991947174072264
validation,3,sigma_N,40,0.0032842297856614834,0.002968984469771385,-0.502467679977417,1.0,1.9927860260009767
validation,3,sigma_F,40,0.004059376131375489,0.0035815173760056496,-0.49140504002571106,1.0,2.012730836868286
validation,3,sigma_T,40,0.005093662094348363,0.00451564509421587,0.08524668067693711,1.0,3.5829397201538087
validation,3,delta_yN,40,0.03388911662701137,0.02733780425041914,-0.40627893805503845,1.0,2.1891204833984377
validation,3,delta_yF,40,0.024660247597588655,0.021230116300284863,-0.469843590259552,1.0,2.063630723953247
validation,3,delta_yT,40,0.02242382043301434,0.017029593512415887,-0.8322607636451721,1.0,1.4319560885429383
validation,0,all,144,0.01368591191855218,0.010645551894457988,-0.35995684331857863,1.0,2.3419189243404954
validation,0,yN,144,0.016867818620121936,0.014858759111828275,-0.3662920246521632,1.0,2.2872022920184665
validation,0,yF,144,0.013561597717667621,0.011879092910223536,-0.3631451196140713,1.0,2.2893742587831287
validation,0,yT,144,0.021812351782655188,0.01609440975719028,-0.3512631199426121,1.0,2.316202481587728
validation,0,sigma_N,144,0.002250269466023135,0.0018697514509161313,-0.40211260815461475,1.0,2.2078424361017017
validation,0,sigma_F,144,0.0027813797853196032,0.0022555008634097045,-0.40379631684886086,1.0,2.2023397352960377
validation,0,sigma_T,144,0.003490045739361869,0.002843778373466598,0.07130345391730468,1.0,3.5334652397367687
validation,0,delta_yN,144,0.021740112303036418,0.0162223478158315,-0.32863597240712905,1.0,2.3715112937821283
validation,0,delta_yF,144,0.01743295592274303,0.013220969742784897,-0.3859436942471398,1.0,2.2453853024376764
validation,0,delta_yT,144,0.023236675930040813,0.016565357024470966,-0.7097261879179213,1.0,1.6239472793208227
test,1,all,56,0.010512889611345283,0.008411169776486026,-0.3064088145537036,1.0,2.455235150125292
test,1,yN,56,0.015881149233785596,0.014654699712991714,-0.3114613550049918,1.0,2.412222845213754
test,1,yF,56,0.012758332381337582,0.011032482609152794,-0.3230142891407013,1.0,2.381721224103655
test,1,yT,56,0.014023769459446741,0.010865447776658195,-0.3128103528703962,1.0,2.4061689376831055
test,1,sigma_N,56,0.0013639596875845196,0.0012620446671332633,-0.3272084040301187,1.0,2.3729732036590576
test,1,sigma_F,56,0.0010845556218740152,0.0007594930274145943,-0.33339952145303997,1.0,2.3586784430912564
test,1,sigma_T,56,0.0014465066445254263,0.0012016255142433302,0.06095562396304948,1.0,3.4968860489981517
test,1,delta_yN,56,0.013440448664145158,0.011077889906508582,-0.2697445558650153,1.0,2.512398055621556
test,1,delta_yF,56,0.011809818516468716,0.009136773778923921,-0.32506432703563143,1.0,2.3795842613492693
test,1,delta_yT,56,0.0228074662929398,0.015710070995347842,-0.615932149546487,1.0,1.7764833314078194
test,2,all,48,0.014101283237122243,0.011343883406543347,-0.36707818494350825,1.0,2.3238686146559537
test,2,yN,48,0.017128061097587435,0.015098723893364271,-0.37391074498494464,1.0,2.267697811126709
test,2,yF,48,0.015421386418629501,0.01207679696381092,-0.3697979946931203,1.0,2.2725290258725486
test,2,yT,48,0.024169476165619482,0.01984400177995364,-0.35536546508471173,1.0,2.305126150449117
test,2,sigma_N,48,0.002725502465183731,0.0025231152152021727,-0.41344054043293,1.0,2.177487870057424
test,2,sigma_F,48,0.002167189151551876,0.0015183996098736923,-0.41546088953812915,1.0,2.172269662221273
test,2,sigma_T,48,0.0028904500599822394,0.0024023231429358325,0.07211623216668765,1.0,3.5361599127451577
test,2,delta_yN,48,0.014339858967860638,0.011607375694438815,-0.33676257729530334,1.0,2.3494558731714883
test,2,delta_yF,48,0.019342275748790137,0.01548501302022487,-0.38758719464143115,1.0,2.2392664154370627
test,2,delta_yT,48,0.02872734905889514,0.021539201339085896,-0.7234944899876913,1.0,1.5948248108228047
test,3,all,40,0.019117494130798742,0.015805390772099293,-0.43110156721538967,1.0,2.194953248235915
test,3,yN,40,0.014819645426722003,0.012285330146551133,-0.4382979035377502,1.0,2.1258643865585327
test,3,yF,40,0.020363511596215106,0.017864057794213295,-0.4133958876132965,1.0,2.1754047155380247
test,3,yT,40,0.03382587169094506,0.027538977563381195,-0.40242278575897217,1.0,2.197652530670166
test,3,sigma_N,40,0.004085574385917,0.0037837957963347433,-0.5061936378479004,1.0,1.9855874538421632
test,3,sigma_F,40,0.003248652921010416,0.00227707140147686,-0.492562860250473,1.0,2.0104557514190673
test,3,sigma_T,40,0.0043328333375365945,0.00360264927148819,0.08549177646636963,1.0,3.58381667137146
test,3,delta_yN,40,0.03127753857639414,0.025176369398832322,-0.40837626457214354,1.0,2.1850817918777468
test,3,delta_yF,40,0.027727362891603106,0.023518296191468835,-0.4699772477149963,1.0,2.0632278680801392
test,3,delta_yT,40,0.03237645635084524,0.026201969385147093,-0.8341792941093444,1.0,1.4274880647659303
test,0,all,144,0.01468252186924744,0.011442691263064374,-0.3612688137563291,1.0,2.339145776666241
test,0,yN,144,0.01602742202453401,0.014144549560215738,-0.36751019292407566,1.0,2.2845038175582886
test,0,yF,144,0.016054946093460986,0.013278247167666754,-0.3637148572338952,1.0,2.2880136834250555
test,0,yT,144,0.024270000018250765,0.018489835162957508,-0.3518877327442169,1.0,2.3145667844348483
test,0,sigma_N,144,0.002799330025461753,0.0023828879412677553,-0.4056705700026618,1.0,2.2002042730649314
test,0,sigma_F,144,0.0022258931814759728,0.001434011436584923,-0.4049653493695789,1.0,2.199813657336765
test,0,sigma_T,144,0.002968745556800829,0.0022688091008199584,0.07149142461518447,1.0,3.534124732017517
test,0,delta_yN,144,0.02026180184259228,0.015170629472575255,-0.33059270431598026,1.0,2.3671628104315863
test,0,delta_yF,144,0.019811721762086745,0.01524772086284227,-0.38615887198183274,1.0,2.244934870137109
test,0,delta_yT,144,0.02772283631856361,0.020567530662649207,-0.7124104698499044,1.0,1.6189873615900676
