module,module_seed,epoch,loss
ANFIS-T-no-current,20261018,33.0,0.03444674238562584
ANFIS-T-no-current,20261018,34.0,0.033104073256254196
ANFIS-T-no-current,20261018,35.0,0.031845007091760635
ANFIS-T-no-current,20261018,36.0,0.03066060319542885
ANFIS-T-no-current,20261018,37.0,0.02954326570034027
ANFIS-T-no-current,20261018,38.0,0.0284867100417614
ANFIS-T-no-current,20261018,39.0,0.027485761791467667
ANFIS-T-no-current,20261018,40.0,0.02653614431619644
ANFIS-T-no-current,20261018,41.0,0.02563423290848732
ANFIS-T-no-current,20261018,42.0,0.024776963517069817
ANFIS-T-no-current,20261018,43.0,0.02396174520254135
ANFIS-T-no-current,20261018,44.0,0.02318650111556053
ANFIS-T-no-current,20261018,45.0,0.02244974859058857
ANFIS-T-no-current,20261018,46.0,0.02175058051943779
ANFIS-T-no-current,20261018,47.0,0.0210884902626276
ANFIS-T-no-current,20261018,48.0,0.020462993532419205
ANFIS-T-no-current,20261018,49.0,0.019873416051268578
ANFIS-T-no-current,20261018,50.0,0.019318923354148865
ANFIS-T-no-current,20261018,51.0,0.01879848726093769
ANFIS-T-no-current,20261018,52.0,0.018310915678739548
ANFIS-T-no-current,20261018,53.0,0.017854584380984306
ANFIS-T-no-current,20261018,54.0,0.017427291721105576
ANFIS-T-no-current,20261018,55.0,0.0170262660831213
ANFIS-T-no-current,20261018,56.0,0.01664840616285801
ANFIS-T-no-current,20261018,57.0,0.01629052869975567
ANFIS-T-no-current,20261018,58.0,0.015949567779898643
ANFIS-T-no-current,20261018,59.0,0.015622638165950775
ANFIS-T-no-current,20261018,60.0,0.015307324007153511
