model_id,model_seed,seed_slot,horizon_months,bin_id,row_count,mean_prediction,observed_frequency
A0,20260613,20260613,1,4,22,0.44763110153221125,0.045454545454545456
A0,20260613,20260613,1,5,26,0.56315716694976881,0.19230769230769232
A0,20260613,20260613,1,6,46,0.65048951295549751,0.58695652173913049
A0,20260613,20260613,1,7,120,0.75283682164287269,0.94999999999999996
A0,20260613,20260613,1,8,64,0.82643414518738778,0.96875
A0,20260613,20260613,2,0,3,0.094243365521738662,0
A0,20260613,20260613,2,1,41,0.14057677737010668,0
A0,20260613,20260613,2,2,32,0.25090253956695402,0
A0,20260613,20260613,2,3,22,0.3426739580477578,0
A0,20260613,20260613,2,4,23,0.44971112409117864,0.043478260869565216
A0,20260613,20260613,2,5,28,0.56106478108347402,0.17857142857142858
A0,20260613,20260613,2,6,43,0.65911718749964165,0.51162790697674421
A0,20260613,20260613,2,7,125,0.75976330750459176,0.95199999999999996
A0,20260613,20260613,2,8,61,0.82587899660983899,1
A0,20260613,20260613,3,0,4,0.090121585162664886,0
A0,20260613,20260613,3,1,40,0.14477202537164674,0
A0,20260613,20260613,3,2,35,0.24702332702882415,0
A0,20260613,20260613,3,3,23,0.35495889603423697,0
A0,20260613,20260613,3,4,19,0.45045207125368814,0.26315789473684209
A0,20260613,20260613,3,5,30,0.56461271321113282,0.10000000000000001
A0,20260613,20260613,3,6,42,0.65976717763102888,0.5714285714285714
A0,20260613,20260613,3,7,120,0.75724358445709572,0.96666666666666667
A0,20260613,20260613,3,8,55,0.82682875471768913,1
A0,20260614,20260614,1,0,7,0.085371688605005699,0
A0,20260614,20260614,1,1,31,0.13738364522243401,0
A0,20260614,20260614,1,2,32,0.25121639598349021,0
A0,20260614,20260614,1,3,37,0.35543905917064239,0
A0,20260614,20260614,1,4,21,0.44904239205515867,0.047619047619047616
A0,20260614,20260614,1,5,26,0.55723287848144576,0.11538461538461539
A0,20260614,20260614,1,6,49,0.65265243588053556,0.63265306122448983
A0,20260614,20260614,1,7,100,0.76019717923019103,0.96999999999999997
A0,20260614,20260614,1,8,80,0.833527920892838,0.96250000000000002
A0,20260614,20260614,2,0,7,0.089417394565461369,0
A0,20260614,20260614,2,1,31,0.13968580927892529,0
A0,20260614,20260614,2,2,31,0.24814578182067137,0
A0,20260614,20260614,2,3,33,0.35883643938953319,0
A0,20260614,20260614,2,4,17,0.43384385799619901,0.058823529411764705
A0,20260614,20260614,2,5,27,0.56370380559510369,0.1111111111111111
A0,20260614,20260614,2,6,47,0.65569399210943724,0.53191489361702127
A0,20260614,20260614,2,7,110,0.76170645016540528,0.95454545454545459
A0,20260614,20260614,2,8,75,0.83307588193640769,0.98666666666666669
A0,20260614,20260614,3,0,7,0.083536253544553532,0
A0,20260614,20260614,3,1,31,0.13870058959497233,0
A0,20260614,20260614,3,2,31,0.24955569590489066,0
A0,20260614,20260614,3,3,32,0.34670144561787319,0
A0,20260614,20260614,3,4,17,0.43491074940017616,0.11764705882352941
A0,20260614,20260614,3,5,24,0.5679550001732987,0.20833333333333334
A0,20260614,20260614,3,6,43,0.64769980910595815,0.39534883720930231
A0,20260614,20260614,3,7,111,0.75924422481267284,0.963963963963964
A0,20260614,20260614,3,8,72,0.83051196623503187,1
A1,1729,1729,1,0,15,0.084201554826754066,0
A1,1729,1729,1,1,32,0.1447976776578854,0
A1,1729,1729,1,2,21,0.24289423951427255,0
A1,1729,1729,1,3,33,0.35488349415206577,0
A1,1729,1729,1,4,21,0.44922347375335481,0
A1,1729,1729,1,5,24,0.55704535740468586,0.20833333333333334
A1,1729,1729,1,6,43,0.65490601434362494,0.46511627906976744
A1,1729,1729,1,7,131,0.75947978175417441,0.92366412213740456
A1,1729,1729,1,8,63,0.83192226399990754,1
A1,1729,1729,2,0,7,0.090204556275222572,0
A1,1729,1729,2,1,33,0.1395162922842475,0
A1,1729,1729,2,2,25,0.25075109020409109,0
A1,1729,1729,2,3,27,0.3500896760742449,0
A1,1729,1729,2,4,24,0.45156938667850693,0.041666666666666664
A1,1729,1729,2,5,23,0.55809322641937109,0.086956521739130432
A1,1729,1729,2,6,46,0.65855849794185739,0.47826086956521741
A1,1729,1729,2,7,111,0.76179630661189979,0.91891891891891897
A1,1729,1729,2,8,82,0.82912498427400727,0.98780487804878048
A1,1729,1729,3,0,4,0.087619352766505301,0
A1,1729,1729,3,1,35,0.14772902558887438,0
A1,1729,1729,3,2,26,0.25463634503174853,0
A1,1729,1729,3,3,29,0.35058719168254915,0
A1,1729,1729,3,4,23,0.44994580180570326,0.086956521739130432
A1,1729,1729,3,5,25,0.56362937877335018,0.20000000000000001
A1,1729,1729,3,6,46,0.65153941253155068,0.43478260869565216
A1,1729,1729,3,7,113,0.75955143303379458,0.96460176991150437
A1,1729,1729,3,8,67,0.82983756554694688,1
A1,314159,314159,1,1,32,0.16581836022795593,0
A1,314159,314159,1,2,47,0.24958377294610226,0
A1,314159,314159,1,3,29,0.33357671263586364,0
A1,314159,314159,1,4,20,0.44640317880945163,0.050000000000000003
A1,314159,314159,1,5,25,0.56586725494264412,0.23999999999999999
A1,314159,314159,1,6,49,0.65137090914537776,0.5714285714285714
A1,314159,314159,1,7,126,0.75449094484408274,0.94444444444444442
A1,314159,314159,1,8,55,0.82388584477283633,1
A1,314159,314159,2,0,15,0.085255877961067761,0
A1,314159,314159,2,1,57,0.1478578929125694,0
A1,314159,314159,2,2,30,0.2403307845346091,0
A1,314159,314159,2,3,17,0.35270421838538857,0.11764705882352941
A1,314159,314159,2,4,5,0.46893530469367989,0.20000000000000001
A1,314159,314159,2,5,22,0.55949585007175984,0.18181818181818182
A1,314159,314159,2,6,36,0.65626054110693854,0.33333333333333331
A1,314159,314159,2,7,81,0.76214307854355434,0.93827160493827155
A1,314159,314159,2,8,115,0.83509601140946088,0.9826086956521739
A1,314159,314159,3,0,3,0.083307672644739275,0
A1,314159,314159,3,1,51,0.14948269882764581,0
A1,314159,314159,3,2,40,0.24336937466007119,0
A1,314159,314159,3,3,20,0.34895122939937995,0.050000000000000003
A1,314159,314159,3,4,7,0.45662570865758756,0.5714285714285714
A1,314159,314159,3,5,19,0.56693345940244533,0.15789473684210525
A1,314159,314159,3,6,36,0.65174871702703496,0.27777777777777779
A1,314159,314159,3,7,96,0.76257608948956668,0.92708333333333337
A1,314159,314159,3,8,96,0.83490043376041045,1
A1,20260612,20260612,1,0,10,0.089045298728693725,0
A1,20260612,20260612,1,1,38,0.14405072900661212,0
A1,20260612,20260612,1,2,40,0.25445519057342808,0
A1,20260612,20260612,1,3,19,0.34451624355426863,0
A1,20260612,20260612,1,4,20,0.44227007954045883,0.050000000000000003
A1,20260612,20260612,1,5,20,0.57067679080412514,0.20000000000000001
A1,20260612,20260612,1,6,46,0.65559433220025842,0.5
A1,20260612,20260612,1,7,86,0.75734011096115228,0.94186046511627908
A1,20260612,20260612,1,8,99,0.84369807932065144,0.95959595959595956
A1,20260612,20260612,1,9,5,0.90351692046407206,1
A1,20260612,20260612,2,0,7,0.089823947752754665,0
A1,20260612,20260612,2,1,32,0.13108796506227191,0
A1,20260612,20260612,2,2,40,0.24839913906669811,0
A1,20260612,20260612,2,3,28,0.34282278926788784,0.035714285714285712
A1,20260612,20260612,2,4,16,0.45692049284040898,0.0625
A1,20260612,20260612,2,5,23,0.56733420399977275,0.17391304347826086
A1,20260612,20260612,2,6,45,0.65851422878629573,0.53333333333333333
A1,20260612,20260612,2,7,95,0.75937353274500663,0.93684210526315792
A1,20260612,20260612,2,8,87,0.84204656290998381,0.96551724137931039
A1,20260612,20260612,2,9,5,0.9033200912824263,1
A1,20260612,20260612,3,1,26,0.16316767518856862,0
A1,20260612,20260612,3,2,32,0.26185721951218488,0
A1,20260612,20260612,3,3,37,0.34920961772575887,0
A1,20260612,20260612,3,4,20,0.44487176164512821,0.10000000000000001
A1,20260612,20260612,3,5,20,0.55481328705965782,0.29999999999999999
A1,20260612,20260612,3,6,55,0.65352474749674805,0.41818181818181815
A1,20260612,20260612,3,7,112,0.75357197329983039,0.9464285714285714
A1,20260612,20260612,3,8,66,0.83074718267320102,1
A1,20260613,20260613,1,0,4,0.0912207197176782,0
A1,20260613,20260613,1,1,39,0.15046422190883135,0
A1,20260613,20260613,1,2,43,0.25279917005924207,0
A1,20260613,20260613,1,3,28,0.34442860840655626,0.035714285714285712
A1,20260613,20260613,1,4,12,0.47124975003740416,0
A1,20260613,20260613,1,5,30,0.55255973568157279,0.16666666666666666
A1,20260613,20260613,1,6,48,0.64884764439448894,0.64583333333333337
A1,20260613,20260613,1,7,96,0.75603098643619548,0.95833333333333337
A1,20260613,20260613,1,8,83,0.84050370654286854,0.96385542168674698
A1,20260613,20260613,2,0,4,0.09380300763771536,0
A1,20260613,20260613,2,1,39,0.15043377714610587,0
A1,20260613,20260613,2,2,39,0.25112957038664097,0
A1,20260613,20260613,2,3,26,0.34279888127929564,0.038461538461538464
A1,20260613,20260613,2,4,12,0.45172131126071086,0
A1,20260613,20260613,2,5,28,0.55866919706235152,0.10714285714285714
A1,20260613,20260613,2,6,49,0.65874585911605654,0.59183673469387754
A1,20260613,20260613,2,7,81,0.76318348726738161,0.96296296296296291
A1,20260613,20260613,2,8,98,0.84196628854604738,0.96938775510204078
A1,20260613,20260613,2,9,2,0.90133347152690391,1
A1,20260613,20260613,3,1,30,0.16358487579478218,0
A1,20260613,20260613,3,2,36,0.25547013886625392,0
A1,20260613,20260613,3,3,39,0.34169996087476001,0.02564102564102564
A1,20260613,20260613,3,4,13,0.4504180810634616,0.15384615384615385
A1,20260613,20260613,3,5,27,0.56040390517080296,0.22222222222222221
A1,20260613,20260613,3,6,45,0.64862122832044578,0.46666666666666667
A1,20260613,20260613,3,7,105,0.75544311117433316,0.96190476190476193
A1,20260613,20260613,3,8,73,0.83458982210799981,0.98630136986301364
A1,20260614,20260614,1,1,33,0.15967933601547679,0
A1,20260614,20260614,1,2,37,0.25204943985595113,0
A1,20260614,20260614,1,3,40,0.3444092335078941,0.025000000000000001
A1,20260614,20260614,1,4,12,0.45624326670469434,0
A1,20260614,20260614,1,5,20,0.56452640919966213,0.10000000000000001
A1,20260614,20260614,1,6,52,0.65821681375468111,0.5
A1,20260614,20260614,1,7,108,0.75921312772586302,0.94444444444444442
A1,20260614,20260614,1,8,81,0.82565674110560339,0.96296296296296291
A1,20260614,20260614,2,0,1,0.097963871671076203,0
A1,20260614,20260614,2,1,34,0.14646551602975766,0
A1,20260614,20260614,2,2,38,0.2502707372555153,0
A1,20260614,20260614,2,3,33,0.34489986109548415,0
A1,20260614,20260614,2,4,14,0.45240480310903675,0.071428571428571425
A1,20260614,20260614,2,5,17,0.56710918358499951,0.11764705882352941
A1,20260614,20260614,2,6,56,0.65514379918382804,0.48214285714285715
A1,20260614,20260614,2,7,108,0.76442977998463135,0.94444444444444442
A1,20260614,20260614,2,8,77,0.83106068797954824,0.98701298701298701
A1,20260614,20260614,3,0,10,0.083892111765434887,0
A1,20260614,20260614,3,1,33,0.14113281600317779,0
A1,20260614,20260614,3,2,40,0.24991315766709193,0
A1,20260614,20260614,3,3,26,0.34350354489850088,0.038461538461538464
A1,20260614,20260614,3,4,9,0.45718736059924692,0.22222222222222221
A1,20260614,20260614,3,5,11,0.56890029534095987,0.18181818181818182
A1,20260614,20260614,3,6,43,0.65444233004675612,0.32558139534883723
A1,20260614,20260614,3,7,65,0.75412383431639629,0.86153846153846159
A1,20260614,20260614,3,8,129,0.84565285796475531,0.97674418604651159
A1,20260614,20260614,3,9,2,0.90576918146796259,1
