mifal_observable_version,surface,source_id,site_id,origin_year_month,horizon_months,split,bloom_h,target_risk_chla_h,risk_interval_lo,risk_interval_hi,risk_conservative,uncertainty,interval_confidence,data_reliability,confidence,alert_class,observation_reliability,top_factor,recommended_sampling,payload_variables,has_Tw,has_TP,has_TN,has_Secchi,has_Turb,has_DOb,has_Chl,has_Chl_prev
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-HIG-ISTOKPOGN-2,2019-02,3,validation,1,1.0,0.0,0.717543381379615,0.5919732896381824,0.717543381379615,0.28245661862038496,0.06497696979115512,0.15040489689789677,high,0.029997613154172487,Light,,"Chl,Chl_prev,Secchi,TN,TP",False,True,True,True,False,False,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-CHA-SUNAPEE-2,2024-06,3,test,1,1.0,0.0,0.7172360584329303,0.5917197482071674,0.7172360584329303,0.28276394156706974,0.06601568168766725,0.1507153979631558,high,0.029756510842839923,Nutrients,,"Chl,Chl_prev,Secchi,TP",False,True,False,True,False,False,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21NC03WQ-LBR091B,2021-05,3,validation,1,1.0,0.0,0.716857469773343,0.591407412563008,0.716857469773343,0.28314253022665703,0.05581195494860416,0.1494726341838505,high,0.02122676479336505,Theta,,"Chl,DOb,TP,Turb,Tw",True,True,False,False,True,True,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLTPA_WQX-G4SW0114,2024-07,1,test,1,1.0,0.0,0.7155436879247546,0.5903235425379226,0.7155436879247546,0.28445631207524535,0.07112056328594014,0.152343502610139,high,0.031564283439849516,Nutrients,,"Chl,Chl_prev,DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-CHA-WF-1-1,2023-05,1,test,1,1.0,0.0,0.7137808069409644,0.5888691657262957,0.7137808069409644,0.28621919305903565,0.06621779208376374,0.15258599803770073,high,0.03017391669039038,Nutrients,,"Chl,Chl_prev,Secchi,TN,TP",False,True,True,True,False,False,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:UTAHDWQ_WQX-4917310,2022-08,1,test,1,1.0,0.0,0.7136656564402861,0.588774166563236,0.7136656564402861,0.2863343435597139,0.07912696177241005,0.15449555510834573,high,0.030083622638363394,Theta,,"Chl,Chl_prev,DOb,Secchi,TN,TP,Turb,Tw",True,True,True,True,True,True,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-HIL-MEAD-1,2021-02,2,validation,0,0.0,0.0,0.7134293825081677,0.5885792405692383,0.7134293825081677,0.2865706174918323,0.06403755051442614,0.15246094894270792,high,0.01111878155842938,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-CHA-WF-3-2,2022-01,3,test,1,1.0,0.0,0.7127796579797578,0.5880432178333002,0.7127796579797578,0.28722034202024216,0.06470507171018407,0.15290247742364277,high,0.020905147144980818,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-ALA-MELROSEB-2,2022-08,2,test,0,0.294331204193039,0.0,0.7116673201445431,0.5871255391192481,0.7116673201445431,0.28833267985545685,0.05640321416477136,0.15229778487402335,high,0.028907357224373986,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-HIG-HUNTLEY-1,2019-07,3,validation,0,0.0,0.0,0.7110248249885232,0.5865954806155316,0.7110248249885232,0.28897517501147685,0.056852192125850465,0.1527020235904153,high,0.02926869918967867,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:MNPCA-10-0070-00-201,2019-09,1,validation,1,1.0,0.0,0.7109466322491722,0.5865309716055671,0.7109466322491722,0.2890533677508278,0.10020068318306315,0.15900835633791296,high,0.027974861830039277,Nutrients,,"Chl,Chl_prev,DOb,Secchi,TP,Tw",True,True,False,True,False,True,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLTPA_WQX-G4SW0118,2023-02,2,test,0,0.0,0.0,0.7105628665384536,0.5862143648942242,0.7105628665384536,0.2894371334615464,0.06048368087604579,0.15347167833775605,high,0.029564342615836958,Theta,,"Chl,DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-FLA-DISSTON-1,2023-07,3,test,0,0.0,0.0,0.7103381964989022,0.5860290121115943,0.7103381964989022,0.2896618035010978,0.057546333277440895,0.1531653890915583,high,0.028455679767743103,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLTPA_WQX-G1SW0104,2021-01,2,validation,0,0.0,0.0,0.7102967912974179,0.5859948528203697,0.7102967912974179,0.28970320870258215,0.05553255772048717,0.15289558443083434,high,0.03252077687741051,Light,,"Chl,DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21AWIC-23,2025-07,3,test,0,0.39044284395650636,0.0,0.7097428876420533,0.585537882304694,0.7097428876420533,0.2902571123579467,0.06992950536276288,0.1552773243265809,high,0.020583529496596475,Theta,,"Chl,DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-SEM-TONY-1,2020-02,3,validation,0,0.0,0.0,0.7094678466762516,0.5853109735079076,0.7094678466762516,0.2905321533237484,0.05753287510248286,0.1536236517070895,high,0.027874951609217713,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-POL-FAUNA-1,2019-03,1,validation,1,1.0,0.0,0.7082840023563393,0.58433430194398,0.7082840023563393,0.29171599764366074,0.0687147381614814,0.15588059301963011,high,0.029970127710564176,Nutrients,,"Chl,Chl_prev,Secchi,TN,TP",False,True,True,True,False,False,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-LAK-ERIE-1,2020-06,2,validation,0,0.35629360347820754,0.0,0.7081478716311702,0.5842219940957154,0.7081478716311702,0.2918521283688298,0.05707313644982255,0.15425452235719755,high,0.023229126341014816,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-SEM-EAST-1,2021-04,1,validation,0,0.6475461520495154,0.0,0.7078048062333446,0.5839389651425093,0.7078048062333446,0.29219519376665537,0.06301550078351774,0.1553040101141991,high,0.03048822832258191,Light,,"Chl,Chl_prev,Secchi,TN,TP",False,True,True,True,False,False,True,True
mifal_observable_v0,observable_current_chla,wqp,wqp:21FLKWAT_WQX-MAR-CHARLES-1,2023-09,1,test,0,0.2247007045327077,0.0,0.7075065819726312,0.5836929301274207,0.7075065819726312,0.29249341802736883,0.06172830032707608,0.15527426978952763,high,0.03019786424331916,Light,,"Chl,Secchi,TN,TP",False,True,True,True,False,False,True,False
