mifal_observable_version,surface,source_id,site_id,origin_year_month,horizon_months,split,bloom_h,target_risk_chla_h,risk_interval_lo,risk_interval_hi,risk_conservative,uncertainty,interval_confidence,data_reliability,confidence,alert_class,observation_reliability,top_factor,recommended_sampling,payload_variables,has_Tw,has_TP,has_TN,has_Secchi,has_Turb,has_DOb,has_Chl,has_Chl_prev
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLLCPC_WQX-SAUNDERSSWBR,2021-07,3,validation,0,0.0,0.0,0.6950122740928268,0.5733851261265821,0.6950122740928268,0.30498772590717316,0.049527051914011924,0.16004643442065708,high,0.0,Light,,"Secchi,TP,Turb,Tw",True,True,False,True,True,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:WIDNR_WQX-043102,2022-05,3,test,0,0.0,0.0,0.6950119634792578,0.5733848698703876,0.6950119634792578,0.30498803652074225,0.04650279247925611,0.15958541594586104,high,0.0,Light,,"Secchi,TP",False,True,False,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:IDEQ_WQX-CRS,2019-06,3,validation,0,0.6001215927976649,0.0,0.6950115346115495,0.5733845160545283,0.6950115346115495,0.3049884653884505,0.028969741333328924,0.15691195117020143,high,0.0,Theta,,TP,False,True,False,False,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLTPA_WQX-G4SW0118,2023-02,2,test,0,0.0,0.0,0.6949560202851175,0.573338716735222,0.6949560202851175,0.3050439797148825,0.054570812352878396,0.1608452387456393,high,0.0,Theta,,"DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLCEN_WQX-G4CE0153,2023-06,2,test,0,0.8863400689801484,0.0,0.6949560159872676,0.5733387131894958,0.6949560159872676,0.30504398401273236,0.058247027854776645,0.161405944723227,high,0.0,Theta,,"DOb,Secchi,TP,Turb,Tw",True,True,False,True,True,True,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-HIL-MEAD-1,2021-02,2,validation,0,0.0,0.0,0.6949559825849679,0.5733386856325985,0.6949559825849679,0.30504401741503206,0.06181379420274027,0.161949972765151,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-SUM-BIGGANT-2,2020-04,2,validation,0,0.0,0.0,0.6949559745454945,0.573338679000033,0.6949559745454945,0.3050440254545055,0.057279559347381534,0.1612584064070455,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-HIL-ZAMBITO-1,2022-10,2,test,0,0.0,0.0,0.6949559692351184,0.5733386746189727,0.6949559692351184,0.3050440307648816,0.053620994751799024,0.16070039756879648,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-LAK-ERIE-1,2020-06,2,validation,0,0.35629360347820754,0.0,0.6949559640312785,0.5733386703258048,0.6949559640312785,0.30504403596872154,0.052427311181619585,0.16051833728327544,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-LAK-DORAWEST-1,2023-05,2,test,1,1.0,0.0,0.6949559634486115,0.5733386698451045,0.6949559634486115,0.30504403655138845,0.052030827340216246,0.16045786507417817,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-PUT-STAR-3,2020-02,2,validation,0,0.2247007045327077,0.0,0.6949559621499797,0.5733386687737332,0.6949559621499797,0.3050440378500203,0.050749376416750966,0.16026241627527832,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
mifal_observable_v0,observable_no_current_chla,wqp,wqp:21FLKWAT_WQX-ALA-MELROSEB-2,2022-08,2,test,0,0.294331204193039,0.0,0.6949559596144,0.57333866668188,0.6949559596144,0.30504404038559996,0.05062174271989657,0.16024295065811875,high,0.0,Light,,"Secchi,TN,TP",False,True,True,True,False,False,False,False
